source_id,source_type,relationship_type,target_id,target_type,first_seen,last_seen,event_count,weight,metadata
PER_000049,Person,USES_PHONE,PH_000148,Phone,2025-07-07 13:21:18,2025-09-28 09:39:12,2,2.0,
PER_000049,Person,USES_PHONE,PH_000151,Phone,2025-07-24 10:23:00,2025-09-21 16:30:56,2,2.0,
PER_000049,Person,USES_PHONE,PH_000154,Phone,2025-03-15 05:30:04,2025-11-05 21:36:16,5,5.0,
PER_000049,Person,USES_PHONE,PH_000155,Phone,2025-06-27 10:11:22,2025-06-27 10:11:22,1,1.0,
PER_000049,Person,USES_PHONE,PH_000171,Phone,2025-06-20 10:03:16,2025-06-20 10:03:16,1,1.0,
PER_000049,Person,USES_PHONE,PH_000187,Phone,2025-05-21 09:08:55,2025-06-13 17:59:51,2,2.0,
PER_000049,Person,USES_PHONE,PH_000190,Phone,2025-03-14 10:12:57,2025-10-27 14:02:58,3,3.0,
PER_000049,Person,USES_PHONE,PH_000197,Phone,2025-02-05 05:43:59,2025-08-08 11:22:22,2,2.0,
PER_000049,Person,USES_PHONE,PH_000216,Phone,2025-07-06 16:14:00,2025-07-06 16:14:00,1,1.0,
PER_000049,Person,USES_PHONE,PH_000258,Phone,2025-07-12 06:01:12,2025-07-12 06:01:12,1,1.0,
PER_000049,Person,USES_PHONE,PH_000276,Phone,2025-03-11 13:42:22,2025-12-01 11:59:06,3,3.0,
PER_000049,Person,USES_PHONE,PH_000284,Phone,2025-08-02 05:05:20,2025-08-02 05:05:20,1,1.0,
PER_000049,Person,USES_PHONE,PH_000293,Phone,2025-08-13 05:03:36,2025-10-29 07:23:49,2,2.0,
PER_000050,Person,USES_PHONE,PH_000050,Phone,2025-02-02 16:38:55,2025-12-09 05:20:38,32,32.0,
PER_000050,Person,USES_PHONE,PH_000117,Phone,2025-01-28 14:36:40,2025-12-31 13:04:14,35,35.0,
PER_000050,Person,USES_PHONE,PH_000248,Phone,2025-01-05 16:51:35,2025-12-06 04:08:24,31,31.0,
PER_000050,Person,USES_PHONE,PH_000261,Phone,2025-01-12 21:08:27,2025-12-27 09:00:10,28,28.0,
PER_000051,Person,USES_PHONE,PH_000051,Phone,2025-02-20 09:40:44,2025-10-23 18:22:47,5,5.0,
PER_000051,Person,USES_PHONE,PH_000124,Phone,2025-05-21 16:00:36,2025-09-25 14:41:34,3,3.0,
PER_000051,Person,USES_PHONE,PH_000246,Phone,2025-01-29 10:45:31,2025-07-16 10:45:27,6,6.0,
PER_000051,Person,USES_PHONE,PH_000275,Phone,2025-02-24 15:40:38,2025-11-12 18:41:25,7,7.0,
PER_000052,Person,USES_PHONE,PH_000052,Phone,2025-03-19 09:12:08,2025-12-18 15:39:01,8,8.0,
PER_000052,Person,USES_PHONE,PH_000105,Phone,2025-01-24 19:44:01,2025-03-09 10:12:22,4,4.0,
PER_000052,Person,USES_PHONE,PH_000163,Phone,2025-01-30 15:56:41,2025-11-29 13:50:24,5,5.0,
PER_000053,Person,USES_PHONE,PH_000053,Phone,2025-08-13 10:34:23,2025-08-13 10:34:23,1,1.0,
PER_000053,Person,USES_PHONE,PH_000220,Phone,2025-02-15 12:01:24,2025-12-27 17:17:22,8,8.0,
PER_000053,Person,USES_PHONE,PH_000259,Phone,2025-02-24 18:21:57,2025-09-24 18:19:36,5,5.0,
PER_000054,Person,USES_PHONE,PH_000054,Phone,2025-03-06 16:01:50,2025-12-20 10:21:38,8,8.0,
PER_000054,Person,USES_PHONE,PH_000222,Phone,2025-01-13 19:52:22,2025-10-24 07:12:03,8,8.0,
PER_000055,Person,USES_PHONE,PH_000055,Phone,2025-03-02 06:19:44,2025-10-24 19:20:32,8,8.0,
PER_000055,Person,USES_PHONE,PH_000191,Phone,2025-01-01 08:03:59,2025-12-29 13:21:08,16,16.0,
PER_000056,Person,USES_PHONE,PH_000056,Phone,2025-01-22 10:34:12,2025-12-31 10:49:43,11,11.0,
PER_000056,Person,USES_PHONE,PH_000253,Phone,2025-01-11 09:50:54,2025-12-29 09:04:41,10,10.0,
PER_000057,Person,USES_PHONE,PH_000057,Phone,2025-01-02 22:23:16,2025-12-26 13:38:30,12,12.0,
PER_000057,Person,USES_PHONE,PH_000270,Phone,2025-01-31 06:29:18,2025-07-25 09:13:56,7,7.0,
PER_000058,Person,USES_PHONE,PH_000058,Phone,2025-01-19 13:17:48,2025-12-03 07:14:09,12,12.0,
PER_000058,Person,USES_PHONE,PH_000252,Phone,2025-05-06 16:26:12,2025-12-12 11:05:20,6,6.0,
PER_000059,Person,USES_PHONE,PH_000059,Phone,2025-01-06 11:23:03,2025-12-08 13:46:29,43,43.0,
PER_000059,Person,USES_PHONE,PH_000137,Phone,2025-01-04 05:39:57,2025-12-23 18:30:18,54,54.0,
PER_000059,Person,USES_PHONE,PH_000158,Phone,2025-01-02 21:15:04,2025-12-31 19:03:26,50,50.0,
PER_000059,Person,USES_PHONE,PH_000180,Phone,2025-01-01 12:21:59,2025-12-23 16:39:05,48,48.0,
PER_000060,Person,USES_PHONE,PH_000060,Phone,2025-01-07 13:20:13,2025-12-23 14:15:03,27,27.0,
PER_000061,Person,USES_PHONE,PH_000061,Phone,2025-01-14 22:32:47,2025-12-05 15:50:54,12,12.0,
PER_000061,Person,USES_PHONE,PH_000239,Phone,2025-03-16 09:36:02,2025-12-07 07:54:48,15,15.0,
PER_000062,Person,USES_PHONE,PH_000062,Phone,2025-01-24 21:43:09,2025-12-20 19:44:53,48,48.0,
PER_000062,Person,USES_PHONE,PH_000152,Phone,2025-01-05 15:47:47,2025-12-31 12:54:20,54,54.0,
PER_000062,Person,USES_PHONE,PH_000213,Phone,2025-01-02 13:32:41,2025-12-27 03:33:40,71,71.0,
PER_000063,Person,USES_PHONE,PH_000063,Phone,2025-07-10 02:35:04,2025-07-12 23:55:52,140,140.0,
PER_000064,Person,USES_PHONE,PH_000064,Phone,2025-12-06 09:58:11,2025-12-06 09:58:11,1,1.0,
PER_000064,Person,USES_PHONE,PH_000101,Phone,2025-01-09 19:30:01,2025-11-26 22:17:18,15,15.0,
PER_000064,Person,USES_PHONE,PH_000111,Phone,2025-03-29 11:21:09,2025-11-07 21:48:03,6,6.0,
PER_000064,Person,USES_PHONE,PH_000267,Phone,2025-01-18 17:12:07,2025-12-23 00:16:36,10,10.0,
PER_000065,Person,USES_PHONE,PH_000065,Phone,2025-01-07 08:46:21,2025-12-06 13:50:24,12,12.0,
PER_000065,Person,USES_PHONE,PH_000159,Phone,2025-02-16 12:13:47,2025-10-14 22:39:20,12,12.0,
PER_000066,Person,USES_PHONE,PH_000066,Phone,2025-01-05 17:19:54,2025-12-19 21:52:30,9,9.0,
PER_000066,Person,USES_PHONE,PH_000123,Phone,2025-01-12 19:37:36,2025-12-01 13:29:28,8,8.0,
PER_000066,Person,USES_PHONE,PH_000125,Phone,2025-02-04 15:30:32,2025-12-25 17:24:38,8,8.0,
PER_000067,Person,USES_PHONE,PH_000067,Phone,2025-02-13 07:21:20,2025-12-23 20:34:14,13,13.0,
PER_000067,Person,USES_PHONE,PH_000200,Phone,2025-01-08 15:23:48,2025-09-17 18:27:35,7,7.0,
PER_000068,Person,USES_PHONE,PH_000068,Phone,2025-03-18 18:17:01,2025-12-25 21:50:28,8,8.0,
PER_000068,Person,USES_PHONE,PH_000208,Phone,2025-03-11 16:21:32,2025-11-28 08:33:22,9,9.0,
PER_000069,Person,USES_PHONE,PH_000069,Phone,2025-01-10 03:17:50,2025-12-04 12:23:48,8,8.0,
PER_000069,Person,USES_PHONE,PH_000173,Phone,2025-01-04 12:31:53,2025-09-27 17:41:27,4,4.0,
PER_000069,Person,USES_PHONE,PH_000217,Phone,2025-04-09 17:16:26,2025-10-19 14:38:48,10,10.0,
PER_000070,Person,USES_PHONE,PH_000070,Phone,2025-02-15 14:22:54,2025-11-14 06:26:24,6,6.0,
PER_000070,Person,USES_PHONE,PH_000188,Phone,2025-01-20 14:47:27,2025-12-10 21:00:41,9,9.0,
PER_000070,Person,USES_PHONE,PH_000227,Phone,2025-02-26 07:13:43,2025-09-01 07:30:18,5,5.0,
PER_000071,Person,USES_PHONE,PH_000071,Phone,2025-01-10 09:40:45,2025-12-29 09:52:38,30,30.0,
PER_000072,Person,USES_PHONE,PH_000072,Phone,2025-07-10 01:03:15,2025-07-12 23:14:51,131,131.0,
PER_000073,Person,USES_PHONE,PH_000073,Phone,2025-01-17 18:13:35,2025-12-26 19:56:05,43,43.0,
PER_000073,Person,USES_PHONE,PH_000116,Phone,2025-01-01 14:03:11,2025-12-31 19:44:17,35,35.0,
PER_000073,Person,USES_PHONE,PH_000162,Phone,2025-01-06 13:07:21,2025-12-14 19:10:35,31,31.0,
PER_000073,Person,USES_PHONE,PH_000175,Phone,2025-02-04 12:01:32,2025-12-18 14:53:29,34,34.0,
PER_000073,Person,USES_PHONE,PH_000244,Phone,2025-01-01 15:33:20,2025-12-22 03:14:13,51,51.0,
PER_000074,Person,USES_PHONE,PH_000074,Phone,2025-01-30 19:05:51,2025-11-16 20:36:48,11,11.0,
PER_000074,Person,USES_PHONE,PH_000274,Phone,2025-02-04 17:38:40,2025-12-14 19:50:54,9,9.0,
PER_000075,Person,USES_PHONE,PH_000075,Phone,2025-03-14 15:33:19,2025-12-10 18:15:08,9,9.0,
PER_000075,Person,USES_PHONE,PH_000127,Phone,2025-01-02 13:11:36,2025-11-19 06:26:17,6,6.0,
PER_000075,Person,USES_PHONE,PH_000281,Phone,2025-04-06 19:36:59,2025-10-18 11:26:20,4,4.0,
PER_000075,Person,USES_PHONE,PH_000287,Phone,2025-03-19 09:22:12,2025-11-22 05:27:28,6,6.0,
PER_000076,Person,USES_PHONE,PH_000130,Phone,2025-05-15 05:39:35,2025-10-29 17:25:24,3,3.0,
PER_000076,Person,USES_PHONE,PH_000143,Phone,2025-04-21 18:21:39,2025-04-21 18:21:39,1,1.0,
PER_000076,Person,USES_PHONE,PH_000147,Phone,2025-09-11 16:03:12,2025-09-11 16:03:12,1,1.0,
PER_000076,Person,USES_PHONE,PH_000157,Phone,2025-08-13 15:53:04,2025-09-24 20:05:42,2,2.0,
PER_000076,Person,USES_PHONE,PH_000168,Phone,2025-01-05 12:11:23,2025-04-26 07:40:45,2,2.0,
PER_000076,Person,USES_PHONE,PH_000219,Phone,2025-04-13 19:16:42,2025-10-30 16:20:28,3,3.0,
PER_000076,Person,USES_PHONE,PH_000260,Phone,2025-07-21 18:51:56,2025-07-21 18:51:56,1,1.0,
PER_000077,Person,USES_PHONE,PH_000077,Phone,2025-02-09 20:46:42,2025-12-05 09:41:10,12,12.0,
PER_000077,Person,USES_PHONE,PH_000271,Phone,2025-01-13 08:35:23,2025-12-14 21:48:43,11,11.0,
PER_000078,Person,USES_PHONE,PH_000078,Phone,2025-07-10 00:12:36,2025-07-12 23:50:04,132,132.0,
PER_000079,Person,USES_PHONE,PH_000079,Phone,2025-01-06 13:41:59,2025-12-25 08:22:33,20,20.0,
PER_000080,Person,USES_PHONE,PH_000080,Phone,2025-01-13 06:48:53,2025-11-19 12:53:22,10,10.0,
PER_000080,Person,USES_PHONE,PH_000118,Phone,2025-01-06 11:17:59,2025-10-25 07:50:19,8,8.0,
PER_000081,Person,USES_PHONE,PH_000081,Phone,2025-05-01 15:57:38,2025-12-19 12:35:54,6,6.0,
PER_000081,Person,USES_PHONE,PH_000202,Phone,2025-01-07 14:27:26,2025-12-09 13:53:38,8,8.0,
PER_000082,Person,USES_PHONE,PH_000082,Phone,2025-03-08 12:24:42,2025-10-31 07:00:55,8,8.0,
PER_000082,Person,USES_PHONE,PH_000149,Phone,2025-01-27 11:31:03,2025-09-26 13:21:55,6,6.0,
PER_000082,Person,USES_PHONE,PH_000170,Phone,2025-03-17 14:42:09,2025-10-02 13:56:44,7,7.0,
PER_000083,Person,USES_PHONE,PH_000083,Phone,2025-01-22 08:17:32,2025-11-17 18:19:39,10,10.0,
PER_000083,Person,USES_PHONE,PH_000186,Phone,2025-01-02 13:25:12,2025-10-07 04:20:54,7,7.0,
PER_000083,Person,USES_PHONE,PH_000203,Phone,2025-01-31 19:39:30,2025-11-05 07:43:50,13,13.0,
PER_000084,Person,USES_PHONE,PH_000084,Phone,2025-01-14 16:17:16,2025-10-10 06:32:55,8,8.0,
PER_000084,Person,USES_PHONE,PH_000224,Phone,2025-03-13 11:33:54,2025-07-22 06:39:51,4,4.0,
PER_000084,Person,USES_PHONE,PH_000238,Phone,2025-01-01 21:45:34,2025-11-20 14:03:06,8,8.0,
PER_000085,Person,USES_PHONE,PH_000085,Phone,2025-01-05 12:27:04,2025-11-19 18:51:42,32,32.0,
PER_000086,Person,USES_PHONE,PH_000086,Phone,2025-03-18 18:05:49,2025-12-08 11:58:20,6,6.0,
PER_000086,Person,USES_PHONE,PH_000231,Phone,2025-04-01 14:50:11,2025-12-22 16:30:51,5,5.0,
PER_000087,Person,USES_PHONE,PH_000087,Phone,2025-01-01 12:58:02,2025-12-15 12:18:50,65,65.0,
PER_000087,Person,USES_PHONE,PH_000294,Phone,2025-01-05 20:22:16,2025-12-28 05:25:09,57,57.0,
PER_000088,Person,USES_PHONE,PH_000088,Phone,2025-03-03 09:46:14,2025-12-29 15:30:49,19,19.0,
PER_000089,Person,USES_PHONE,PH_000089,Phone,2025-01-18 13:17:13,2025-10-16 22:47:02,17,17.0,
PER_000089,Person,USES_PHONE,PH_000282,Phone,2025-01-20 22:25:56,2025-12-19 15:38:09,12,12.0,
PER_000090,Person,USES_PHONE,PH_000090,Phone,2025-01-27 16:00:30,2025-12-14 12:27:52,16,16.0,
PER_000091,Person,USES_PHONE,PH_000091,Phone,2025-05-03 15:19:57,2025-05-03 15:19:57,1,1.0,
PER_000091,Person,USES_PHONE,PH_000192,Phone,2025-11-08 08:18:09,2025-11-08 08:18:09,1,1.0,
PER_000091,Person,USES_PHONE,PH_000215,Phone,2025-06-12 04:50:11,2025-06-12 04:50:11,1,1.0,
PER_000091,Person,USES_PHONE,PH_000232,Phone,2025-06-03 12:16:57,2025-06-03 12:16:57,1,1.0,
PER_000091,Person,USES_PHONE,PH_000235,Phone,2025-02-14 15:54:38,2025-09-23 04:54:22,3,3.0,
